OPIS Truckstop ID,Truckstop Name,Address,City,State,Full Address,Latitude,Longitude,Rack ID,Retail Price
70755,CASEYS #3809,US-56 & SR-51,Hugoton,KS,CASEYS #3809 Hugoton KS ,37.1704948,-101.3476709,525,3.39233333
2913,ONE9#226,"I-40, EXIT 417 & SR-92",Dandridge,TN,ONE9#226 Dandridge TN ,36.0376972,-83.4447351,405,3.259
3171,One9 #265,"I-40, EXIT 287 & SR-136",Cookeville,TN,One9 #265 Cookeville TN ,36.1336962,-85.504207,405,3.084
3191,BUSY CORNER TRUCK STOP AND MARKET,"I-24, EXIT 105 & US-41/SR-2",Manchester,TN,BUSY CORNER TRUCK STOP AND MARKET Manchester TN ,35.5382885,-86.1662865,460,3.049
64949,PETES #36,US- 54 & US-169,Iola,KS,PETES #36 Iola KS ,37.9291589,-95.4086047,400,3.20566666
64952,AMPRIDE,US-160,Johnson,KS,AMPRIDE Johnson KS ,37.5703377,-101.7506777,525,3.399
63635,SAPP BROS TRAVEL CENTER,"I-70, EXIT 295",Junction City,KS,SAPP BROS TRAVEL CENTER Junction City KS ,39.0286093,-96.8313978,523,3.709
63994,U STOP #38,I-70 EXIT 298,Junction City,KS,U STOP #38 Junction City KS ,39.0286093,-96.8313978,553,3.35566666
309,QUIKTRIP #231,"I-635, EXIT 3",Kansas City,KS,QUIKTRIP #231 Kansas City KS ,39.1155314,-94.6267873,400,3.199
67652,ON THE GO TRAVEL CENTER,"I-435, EXIT 8",Kansas City,KS,ON THE GO TRAVEL CENTER Kansas City KS ,39.0515788,-94.7930825,400,3.999
3936,Uncle Petes Truck Stop,"I-40, EXIT 239 & US-70/SR-26",Lebanon,TN,Uncle Petes Truck Stop Lebanon TN ,36.185269,-86.267512,460,2.989
71841,Quick Fuel #3193,US-69,Kansas City,KS,Quick Fuel #3193 Kansas City KS ,39.1495878,-94.6174351,400,3.34566666
70270,CASEYS #3685,US-50/US400 & SR-25,Lakin,KS,CASEYS #3685 Lakin KS ,37.9465018,-101.2573145,525,3.19233333
